AB355923	511	724
AB370891	148	724
AB370892	501	645
AB370893	95	724
AB370894	149	724
AB373005	396	724
AB373006	149	745
AB373007	102	307
AB378749	95	724
AB378750	95	724
AB445125	109	724
AB445126	149	724
AB445127	102	724
AB445128	130	724
AB445129	149	724
AB445130	102	724
AB454094	507	724
AB454095	507	724
AB454096	507	724
AB469437	129	633
AB470301	128	724
AB470302	102	724
AB470303	102	724
AB470304	102	724
AB470305	102	724
AB470306	102	724
AB488405	130	724
AB488406	403	724
AB488407	130	724
AB496671	95	850
AB496672	95	850
AB498064	149	303
AB498065	399	724
AB498066	507	724
AB498067	486	724
AB498068	102	302
AB498069	128	303
AB498070	102	724
AB514034	129	204
AB514035	129	204
AB517556	149	724
AB517557	149	848
AB517558	149	724
AB517559	149	724
AB558409	398	582
AB560487	507	660
AB560488	421	645
AB560489	421	637
AB560490	507	646
AB560491	421	646
AB560492	507	646
AB560493	507	660
AB565771	903	945
AB571120	399	724
AB578863	507	724
AB578864	486	724
AB613000	404	724
AB626850	2	945
AB626851	1	946
AB626852	1	945
AB626853	1	945
AB626854	1	945
AB626855	1	946
AB626856	1	945
AB648909	396	698
AB668481	404	928
AB671170	1	945
AB721306	507	643
AB723627	397	724
AB734122	130	724
AB734123	102	724
AB739063	149	724
AB741956	149	724
AB744047	398	724
AB744050	404	928
AB744051	404	928
AB744052	404	928
AB744053	404	928
AB744054	420	928
AB744055	404	928
AB744056	404	928
AB751624	149	724
AB752307	149	724
AB753026	149	724
AB755104	548	724
AB755105	548	724
AB755106	548	724
AB755107	548	724
AB755108	548	724
AB755109	548	724
AB755110	548	724
AB755111	548	724
AB755112	548	724
AB755113	548	724
AB755114	548	724
AB755115	548	724
AB755116	548	724
AB755117	548	724
AB755118	548	724
AB755119	548	724
AB755120	548	724
AB755121	548	724
AB755122	548	724
AB755123	548	724
AB755124	548	724
AB755125	548	724
AB755126	548	724
AB755127	548	724
AB755128	548	724
AB755129	548	724
AB755130	548	724
AB755131	548	724
AB755132	548	724
AB755133	548	724
AB755134	548	724
AB755135	548	724
AB755136	548	724
AB755137	548	724
AB755138	548	724
AB755139	548	724
AB755140	548	724
AB755141	548	724
AB755142	548	724
AB755143	548	724
AB755144	548	724
AB755145	548	724
AB755146	548	724
AB755147	548	724
AB755148	548	724
AB755149	548	724
AB763992	42	724
AB770486	398	724
AB826456	507	724
AB860297	25	945
AB860299	28	731
AB861475	128	695
AB861523	102	724
AB863607	1	946
AB889608	546	724
AB889609	546	724
AB889610	539	850
AB889611	539	850
AB889612	539	724
AB889613	531	724
AB889614	546	724
AB889615	546	724
AB889616	541	724
AB889617	541	724
AB889618	546	724
AB889619	546	724
AB889620	546	724
AB889621	546	724
AB889622	546	724
AB889623	546	724
AB889624	546	724
AB889625	546	724
AB889626	546	724
AB889627	546	724
AB889628	546	724
AB889629	546	724
AB889630	546	724
AB889631	546	945
AB889632	609	658
AB889633	546	724
AB889634	546	724
AB889635	546	724
AB889636	546	724
AB889637	546	724
AB889638	546	724
AB889639	546	724
AB889640	546	724
AB889641	546	724
AB889642	546	724
AB889643	546	724
AB889644	546	724
AB889645	546	724
AB889646	547	724
AB889647	546	724
AB889648	546	724
AB889649	546	724
AB889650	546	724
AB889651	546	724
AB889652	906	943
AB889653	546	724
AB889654	546	724
AB889655	546	724
AB889656	546	724
AB889657	906	945
AB889658	547	724
AB889659	546	724
AB889660	546	724
AB889661	546	724
AB889662	546	724
AB889663	906	945
AB889664	546	724
AB889665	546	724
AB889666	546	724
AB889667	546	724
AB889668	546	645
AB889669	546	592
AB889670	546	724
AB889671	543	724
AB889672	896	945
AB889673	609	724
AB889674	546	724
AB889675	546	724
AB889676	546	724
AB889677	546	724
AB889678	546	724
AB889679	546	724
AB889680	546	724
AB889681	546	724
AB889682	546	724
AB889683	541	724
AB889684	546	724
AB889685	546	724
AB889686	546	724
AB898197	397	747
AB898687	403	724
AB907556	97	731
AB919123	25	731
AB920288	150	724
AB924546	1	947
AB925991	507	724
AB925992	507	724
AB937094	1	852
AB938082	284	294
AB938083	335	348
AB938084	335	348
AB938085	283	301
AB938086	249	264
AB938087	336	348
AB938088	249	264
AB938089	249	264
AB938090	249	264
AB938091	249	264
AB938092	285	301
AB938093	249	348
AB938094	249	348
AB938095	249	348
AB938096	249	348
AB938097	249	348
AB938098	249	348
AB938099	249	348
AB938100	249	348
AB938101	249	348
AB938102	249	303
AB938103	249	348
AB938104	249	264
AB938105	249	348
AB938106	285	301
AB938107	285	301
AB938108	285	301
AB938109	285	301
AB938110	285	302
AB938111	285	301
AB938112	284	298
AB938113	282	303
AB938114	284	303
AB938115	284	303
AB938116	284	303
AB938117	372	390
AB938118	372	390
AB938119	372	390
AB938120	277	298
AB938121	277	393
AB938122	249	264
AB938123	283	303
AB938124	249	388
AB938125	249	303
AB938126	249	303
AB938127	249	387
AB938128	277	298
AB938129	249	387
AB938130	249	264
AB938131	249	387
AB938132	249	307
AB938133	396	420
AB938134	249	305
AB938135	249	305
AB938136	249	302
AB938137	397	420
AB938138	249	307
AB938139	249	307
AB938140	249	307
AB938141	249	307
AB938142	249	307
AB938143	249	307
AB938144	249	304
AB938145	249	304
AB938146	249	304
AB938147	285	415
AB938148	249	304
AB938149	285	304
AB938150	285	304
AB938151	398	415
AB938152	285	304
AB938153	249	304
AB938154	285	304
AB938155	249	415
AB938156	249	324
AB938157	249	309
AB938158	249	305
AB938159	249	304
AB938160	249	304
AB938161	249	304
AB938162	285	415
AB938163	285	415
AB938164	398	415
AB938165	249	304
AB938166	249	304
AB938167	249	303
AB938168	249	302
AB938169	249	302
AB938170	249	302
AB938171	249	304
AB938172	284	302
AB938173	249	302
AB938174	249	305
AB938175	249	304
AB938176	393	418
AB938177	285	302
AB938178	397	420
AB938179	397	420
AB938180	249	329
AB938181	249	305
AB938182	249	305
AB938183	249	305
AB938184	249	307
AB968638	102	724
AB969828	249	270
AB969829	249	268
AB969830	249	272
AB969831	250	414
AB969832	361	388
AB969833	249	270
AB969834	249	303
AB969835	248	268
AB969836	248	268
AB969837	248	303
AB969838	248	303
AB969839	249	303
AB969840	249	302
AB969841	249	308
AB969842	249	300
AB969843	249	420
AB969844	373	420
AB969845	366	420
AB969846	249	308
AB969847	285	418
AB969848	249	307
AB969849	249	304
AB969850	249	385
AB969851	249	420
AB969852	285	306
AB969853	249	279
AB969854	249	302
AB969855	250	307
AB969856	250	306
AB969857	249	307
AB969858	249	304
AB969859	249	302
AB969860	398	415
AB969861	249	278
AB969862	249	303
AB969863	284	304
AB969864	283	304
AB969865	284	304
AB969866	249	304
AB969867	249	304
AB969868	249	348
AB969869	285	301
AB969870	285	301
AB969871	398	417
AB969872	397	418
AB969873	285	414
AB969874	285	304
AB969875	285	305
AB969876	285	306
AB969877	285	305
AB969878	249	303
AB969879	249	324
AB969880	285	329
AB969881	249	307
AB969882	400	415
AB969883	397	415
AB969884	397	415
AB969885	249	304
AB969886	396	420
AB969887	249	302
AB969888	285	307
AB969889	285	307
AB969890	285	307
AB969891	285	307
AB969892	249	307
AB969893	249	302
AB969894	249	307
AB969895	249	277
AB969896	249	277
AB969897	249	277
AB969898	285	324
AB969899	249	304
AB969900	249	304
AB969901	398	414
AB969902	398	414
AB969903	398	418
AB969904	249	304
AB969905	249	304
AB969906	249	304
AB969907	249	304
AB969908	249	279
AB969909	249	279
AB969910	249	304
AB969911	249	304
AB969912	249	387
AB969913	249	303
AB969914	399	417
AB969915	285	303
AB969916	249	304
AB969917	249	304
AB969918	249	304
AB969919	249	304
AB969920	249	304
AB969921	249	304
AB969922	285	304
AB969923	249	304
AB969924	249	307
AB969925	249	307
AB969926	249	307
AB969927	249	307
AB969928	249	307
AB969929	398	420
AB969930	249	305
AB969931	397	418
AB969932	249	307
AB969933	249	305
AB969934	249	329
AB969935	249	302
AB969936	365	413
AB969937	249	302
AB969938	249	264
AB969939	249	264
AB969940	249	348
AB969941	284	303
AB969942	372	388
AB969943	249	304
AB969944	398	415
AB969945	249	303
AB969946	249	304
AB969947	249	304
AB969948	249	304
AB969949	249	304
AB969950	249	304
AB969951	249	278
AB969952	249	304
AB969953	249	304
AB969954	285	304
AB969955	249	307
AB969956	249	348
AB969957	249	348
AB969958	249	348
AB969959	285	304
AB969960	249	307
AB969961	249	308
AB969962	249	420
AB969963	249	304
AB969964	249	304
AB969965	285	415
AB969966	285	304
AB969967	285	304
AB969968	249	304
AB969969	249	304
AB969970	249	304
AB969971	249	304
AB969972	249	304
AB969973	249	304
AB969974	249	308
AB969975	249	307
AB969976	249	302
AB969977	249	304
AB969978	249	307
AB969979	249	304
AB969980	282	303
AB969981	249	304
AB969982	249	304
AB969983	398	415
AB969984	398	415
AB969985	398	415
AB969986	249	304
AB969987	249	304
AB969988	249	304
AB969989	249	306
AB969990	249	307
AB969991	249	307
AB969992	249	307
AB969993	249	307
AB969994	249	304
AB969995	249	307
AB969996	249	304
AB969997	249	307
AB969998	249	307
AB969999	249	307
AB970000	249	307
AB970001	285	303
AB970002	283	301
AB970003	285	303
AB970004	249	302
AB970005	249	304
AB972067	249	302
AB972068	249	302
AB972069	249	310
AB972070	249	305
AB972071	285	305
AB972072	285	305
AB972073	249	268
AB972074	249	302
AB972075	394	417
AB972076	399	415
AB972077	249	414
AB972078	399	415
AB972079	249	268
AB972080	249	302
AB972081	249	302
AB972082	249	302
AB972083	249	302
AB972084	249	417
AB972085	398	415
AB972086	248	305
AB972087	397	415
AB972088	285	308
AB972089	248	303
AB972090	249	302
AB972091	397	417
AB972092	397	420
AB972093	397	418
AB972094	400	420
AB972095	249	302
AB972096	397	420
AB972097	249	302
AB972098	249	307
AB972099	249	302
AB972100	249	302
AB972101	249	302
AB972102	249	302
AB972103	249	302
AB972104	249	302
AB972105	401	420
AB972106	249	304
AB972107	400	420
AB972108	249	307
AB972109	249	305
AB972110	249	305
AB972111	249	329
AB972112	249	307
AB972113	249	307
AB972114	249	308
AB972115	248	305
AB972116	249	415
AB972117	249	415
AB972118	398	415
AB972119	365	415
AB972120	360	415
AB972121	365	415
AB972122	360	415
AB972123	398	415
AB972124	372	415
AB972125	365	415
AB972126	249	304
AB972127	249	418
AB972128	399	415
AB972129	373	392
AB972130	399	420
AB972131	399	420
AB972132	249	266
AB972133	249	266
AB972134	373	392
AB972135	249	303
AB972136	249	266
AB972137	249	303
AB972138	249	303
AB972139	249	303
AB972140	249	303
AB972141	249	279
AB972142	249	305
AB972143	404	420
AB972144	249	304
AB972145	249	304
AB972146	249	305
AB972147	249	306
AB972148	249	306
AB972149	285	298
AB972150	249	306
AB972151	249	306
AB972152	285	302
AB972153	285	302
AB972154	285	349
AB972155	285	387
AB972156	284	305
AB972157	284	305
AB972158	284	305
AB972159	249	304
AB972160	390	415
AB972161	249	305
AB972162	249	305
AB972163	249	305
AB972164	285	304
AB972165	249	304
AB972166	285	304
AB972167	249	302
AB972168	249	306
AB972169	285	305
AB972170	398	415
AB972171	365	388
AB972172	249	305
AB972173	395	418
AB972174	395	418
AB972175	249	306
AB972176	249	307
AB972177	249	307
AB972178	249	307
AB972179	249	307
AB972180	249	304
AB972181	396	420
AB972182	249	307
AB972183	285	304
AB972184	285	304
AB972185	285	304
AB972186	285	304
AB972187	249	305
AB972188	285	309
AB972189	249	304
AB972190	249	304
AB972191	249	309
AB972192	249	304
AB972193	249	304
AB972194	285	387
AB972195	249	304
AB972196	249	304
AB972197	249	304
AB972198	249	304
AB972199	249	304
AB972200	249	324
AB972201	249	324
AB972202	249	324
AB972203	248	302
AB972204	248	305
AB972205	249	302
AB972206	249	303
AB972207	249	307
AB972208	285	417
AB972209	285	304
AB972210	250	303
AB972211	249	411
AB972212	398	415
AB972213	249	417
AB972214	373	387
AB972215	249	304
AB972216	285	304
AB972217	249	304
AB972218	249	304
AB972219	249	304
AB972220	249	304
AB972221	398	415
AB972222	249	304
AB972223	249	307
AB972224	248	302
AB972225	249	279
AB972226	396	420
AB972227	249	302
AB972228	249	302
AB972229	397	420
AB972230	249	307
AB972231	249	307
AB972232	249	304
AB972233	249	302
AB972234	249	304
AB972235	285	418
AB972236	249	303
AB972237	249	303
AB972238	284	304
AB972239	399	415
AB972240	399	415
AB972241	399	415
AB972242	249	304
AB972243	284	304
AB972244	266	300
AB972245	249	324
AB972246	249	324
AB972247	249	304
AB972248	249	268
AB972249	249	304
AB972250	249	305
AB972251	249	310
AB972252	249	307
AB972253	249	307
AB972254	249	305
AB972255	249	306
AB972256	249	310
AB972257	249	418
AB972258	249	304
AB972259	248	304
AB972260	248	304
AB972261	285	324
AB972262	360	387
AB972263	285	307
AB972264	249	307
AB972265	284	304
AB972266	285	306
AB974447	249	264
AB974448	249	264
AB974449	285	301
AB974450	285	301
AB974451	285	301
AB974452	249	392
AB974453	249	264
AB974454	249	303
AB974455	285	303
AB974456	285	301
AB974457	285	301
AB974458	285	301
AB974459	285	301
AB974460	285	301
AB974461	285	301
AB974462	285	301
AB974463	284	301
AB974464	249	387
AB974465	249	264
AB974466	249	387
AB974467	249	387
AB974468	249	388
AB974469	249	264
AB974470	249	387
AB974471	362	388
AB974472	249	270
AB974473	249	270
AB974474	248	294
AB974475	248	268
AB974476	249	303
AB974477	373	388
AB974478	248	298
AB974479	249	294
AB974480	759	772
AB974481	249	302
AB974482	249	268
AB974483	250	302
AB974484	272	302
AB974485	284	307
AB974486	285	302
AB974487	284	307
AB974488	249	304
AB974489	249	304
AB974490	249	303
AB974491	249	304
AB974492	249	304
AB974493	249	305
AB974494	285	413
AB974495	249	265
AB974496	249	279
AB974497	249	268
AB974498	249	279
AB974499	249	302
AB974500	249	302
AB974501	249	307
AB974502	249	307
AB974503	249	307
AB974504	249	307
AB974505	397	415
AB974506	397	415
AB974507	397	420
AB974508	397	415
AB974509	249	302
AB974510	249	303
AB974511	249	303
AB974512	285	302
AB974513	285	307
AB974514	249	307
AB974515	249	303
AB974516	249	415
AB974517	249	303
AB974518	249	324
AB974519	249	324
AB974520	249	303
AB974521	249	324
AB974522	398	417
AB974523	249	304
AB974524	285	304
AB974525	249	304
AB974526	249	304
AB974527	249	305
AB974528	249	305
AB974529	249	305
AB974530	249	304
AB974531	249	304
AB974532	249	304
AB974533	249	304
AB974534	249	302
AB974535	249	304
AB974536	249	305
AB974537	249	305
AB974538	249	305
AB974539	249	304
AB974540	249	307
AB974541	249	304
AB974542	249	302
AB974543	249	309
AB974544	249	306
AB974545	249	306
AB974546	396	420
AB974547	249	304
AB974548	398	415
AB974549	285	307
AB974550	249	304
AB974551	285	417
AB974552	285	304
AB974553	285	387
AB974554	250	303
AB974555	285	387
AB974556	285	387
AB974557	249	304
AB974558	285	304
AB974559	248	305
AB974560	398	415
AB974561	249	279
AB974562	249	279
AB974563	249	304
AB974564	249	303
AB974565	249	302
AB974566	399	415
AB974567	399	417
AB974568	249	277
AB974569	249	303
AB974570	249	304
AB974571	393	415
AB974572	249	304
AB974573	285	306
AB974574	250	302
AB974575	249	304
AB974576	249	306
AB974577	249	305
AB974578	249	298
AB974579	249	298
AB974580	285	304
AB974581	248	305
AB974582	249	306
AB974583	285	304
AB974584	249	307
AB974585	249	348
AB974586	249	307
AB974587	249	277
AB974588	249	307
AB974589	249	306
AB974590	249	304
AB974591	285	304
AB974592	362	420
AB974593	249	328
AB974594	249	304
AB974595	249	305
AB974596	395	420
AB974597	249	278
AB974598	277	393
AB974599	249	264
AB974600	285	301
AB974601	249	305
AB974602	249	306
AB974603	249	305
AB974604	249	305
AB974605	249	306
AB974606	397	415
AB974607	395	415
AB974608	366	391
AB974609	285	304
AB974610	249	305
AB974611	249	307
AB974612	249	306
AB974613	249	302
AB974614	249	306
AB974615	249	306
AB974616	249	306
AB974617	249	306
AB974618	249	306
AB974619	249	306
AB974620	249	306
AB974621	249	306
AB974622	249	306
AB974623	249	306
AB974624	249	306
AB974625	249	299
AB974626	283	328
AB974627	283	308
AB974628	249	305
AB974629	283	307
AB974630	249	324
AB974631	249	305
AB974632	399	415
AB974633	285	303
AB974634	285	303
AB974635	399	415
AB974636	249	303
AB974637	249	307
AB974638	249	304
AB974639	249	304
AB974640	249	302
AB974641	249	304
AB974642	249	305
AB974643	249	304
AB974644	249	304
AB974645	249	304
AB974646	249	304
AB974647	249	306
AB974648	284	303
AB974649	249	304
AB974650	249	304
AB974651	285	303
AB974652	249	304
AB974653	399	420
AB974654	404	420
AB974655	403	415
AB974656	399	420
AB974657	399	420
AB974658	249	265
AB974659	403	420
AB974660	249	270
AB974661	399	420
AB974662	399	420
AB974663	399	420
AB974664	399	420
AB974665	399	415
AB974666	399	415
AB974667	403	420
AB974668	399	417
AB974669	399	420
AB974670	282	415
AB974671	403	420
AB974672	403	420
AB974673	397	420
AB974674	397	417
AB974675	398	417
AB974676	249	302
AB974677	249	304
AB974678	398	420
AB974679	249	310
AB974680	249	304
AB974681	249	303
AB974682	249	303
AB974683	249	304
AB974684	249	304
AB974685	249	303
AB974686	249	267
AB974687	399	415
AB974688	249	304
AB979272	149	307
AB979273	149	724
AB979449	149	307
AB979450	486	724
